ID,Name,Primary Type,Secondary Type,Image,Additional Images
#166,ledian,Bug,Flying,https://img.pokemondb.net/sprites/bank/normal/ledian.png,"['https://img.pokemondb.net/artwork/ledian.jpg', 'https://img.pokemondb.net/sprites/silver/normal/ledian.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/ledian.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/ledian-f.png', 'https://img.pokemondb.net/sprites/black-white/normal/ledian-f.png', 'https://img.pokemondb.net/sprites/x-y/normal/ledian-f.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/ledian-f.png', 'https://img.pokemondb.net/sprites/silver/shiny/ledian.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/ledian.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/ledian-f.png', 'https://img.pokemondb.net/sprites/black-white/shiny/ledian-f.png', 'https://img.pokemondb.net/sprites/x-y/shiny/ledian-f.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/ledian-f.png']"
#167,spinarak,Bug,Poison,https://img.pokemondb.net/sprites/bank/normal/spinarak.png,"['https://img.pokemondb.net/artwork/spinarak.jpg', 'https://img.pokemondb.net/sprites/silver/normal/spinarak.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/spinarak.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/spinarak.png', 'https://img.pokemondb.net/sprites/black-white/normal/spinarak.png', 'https://img.pokemondb.net/sprites/x-y/normal/spinarak.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/spinarak.png', 'https://img.pokemondb.net/sprites/silver/shiny/spinarak.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/spinarak.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/spinarak.png', 'https://img.pokemondb.net/sprites/black-white/shiny/spinarak.png', 'https://img.pokemondb.net/sprites/x-y/shiny/spinarak.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/spinarak.png']"
#168,ariados,Bug,Poison,https://img.pokemondb.net/sprites/bank/normal/ariados.png,"['https://img.pokemondb.net/artwork/ariados.jpg', 'https://img.pokemondb.net/sprites/silver/normal/ariados.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/ariados.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/ariados.png', 'https://img.pokemondb.net/sprites/black-white/normal/ariados.png', 'https://img.pokemondb.net/sprites/x-y/normal/ariados.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/ariados.png', 'https://img.pokemondb.net/sprites/silver/shiny/ariados.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/ariados.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/ariados.png', 'https://img.pokemondb.net/sprites/black-white/shiny/ariados.png', 'https://img.pokemondb.net/sprites/x-y/shiny/ariados.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/ariados.png']"
#169,crobat,Poison,Flying,https://img.pokemondb.net/sprites/bank/normal/crobat.png,"['https://img.pokemondb.net/artwork/crobat.jpg', 'https://img.pokemondb.net/sprites/silver/normal/crobat.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/crobat.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/crobat.png', 'https://img.pokemondb.net/sprites/black-white/normal/crobat.png', 'https://img.pokemondb.net/sprites/x-y/normal/crobat.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/crobat.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/crobat.png', 'https://img.pokemondb.net/sprites/silver/shiny/crobat.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/crobat.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/crobat.png', 'https://img.pokemondb.net/sprites/black-white/shiny/crobat.png', 'https://img.pokemondb.net/sprites/x-y/shiny/crobat.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/crobat.png']"
#170,chinchou,Water,Electric,https://img.pokemondb.net/sprites/bank/normal/chinchou.png,"['https://img.pokemondb.net/artwork/chinchou.jpg', 'https://img.pokemondb.net/sprites/silver/normal/chinchou.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/chinchou.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/chinchou.png', 'https://img.pokemondb.net/sprites/black-white/normal/chinchou.png', 'https://img.pokemondb.net/sprites/x-y/normal/chinchou.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/chinchou.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/chinchou.png', 'https://img.pokemondb.net/sprites/silver/shiny/chinchou.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/chinchou.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/chinchou.png', 'https://img.pokemondb.net/sprites/black-white/shiny/chinchou.png', 'https://img.pokemondb.net/sprites/x-y/shiny/chinchou.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/chinchou.png']"
#171,lanturn,Water,Electric,https://img.pokemondb.net/sprites/bank/normal/lanturn.png,"['https://img.pokemondb.net/artwork/lanturn.jpg', 'https://img.pokemondb.net/sprites/silver/normal/lanturn.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/lanturn.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/lanturn.png', 'https://img.pokemondb.net/sprites/black-white/normal/lanturn.png', 'https://img.pokemondb.net/sprites/x-y/normal/lanturn.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/lanturn.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/lanturn.png', 'https://img.pokemondb.net/sprites/silver/shiny/lanturn.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/lanturn.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/lanturn.png', 'https://img.pokemondb.net/sprites/black-white/shiny/lanturn.png', 'https://img.pokemondb.net/sprites/x-y/shiny/lanturn.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/lanturn.png']"
#172,pichu,Electric,,https://img.pokemondb.net/sprites/bank/normal/pichu.png,"['https://img.pokemondb.net/artwork/pichu.jpg', 'https://img.pokemondb.net/sprites/silver/normal/pichu.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/pichu.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/pichu.png', 'https://img.pokemondb.net/sprites/black-white/normal/pichu.png', 'https://img.pokemondb.net/sprites/x-y/normal/pichu.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/pichu.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/pichu.png', 'https://img.pokemondb.net/sprites/silver/shiny/pichu.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/pichu.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/pichu.png', 'https://img.pokemondb.net/sprites/black-white/shiny/pichu.png', 'https://img.pokemondb.net/sprites/x-y/shiny/pichu.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/pichu.png']"
#173,cleffa,Fairy,,https://img.pokemondb.net/sprites/bank/normal/cleffa.png,"['https://img.pokemondb.net/artwork/cleffa.jpg', 'https://img.pokemondb.net/sprites/silver/normal/cleffa.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/cleffa.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/cleffa.png', 'https://img.pokemondb.net/sprites/black-white/normal/cleffa.png', 'https://img.pokemondb.net/sprites/x-y/normal/cleffa.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/cleffa.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/cleffa.png', 'https://img.pokemondb.net/sprites/silver/shiny/cleffa.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/cleffa.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/cleffa.png', 'https://img.pokemondb.net/sprites/black-white/shiny/cleffa.png', 'https://img.pokemondb.net/sprites/x-y/shiny/cleffa.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/cleffa.png']"
#174,igglybuff,Normal,Fairy,https://img.pokemondb.net/sprites/bank/normal/igglybuff.png,"['https://img.pokemondb.net/artwork/igglybuff.jpg', 'https://img.pokemondb.net/sprites/silver/normal/igglybuff.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/igglybuff.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/igglybuff.png', 'https://img.pokemondb.net/sprites/black-white/normal/igglybuff.png', 'https://img.pokemondb.net/sprites/x-y/normal/igglybuff.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/igglybuff.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/igglybuff.png', 'https://img.pokemondb.net/sprites/silver/shiny/igglybuff.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/igglybuff.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/igglybuff.png', 'https://img.pokemondb.net/sprites/black-white/shiny/igglybuff.png', 'https://img.pokemondb.net/sprites/x-y/shiny/igglybuff.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/igglybuff.png']"
#175,togepi,Fairy,,https://img.pokemondb.net/sprites/bank/normal/togepi.png,"['https://img.pokemondb.net/artwork/togepi.jpg', 'https://img.pokemondb.net/sprites/silver/normal/togepi.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/togepi.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/togepi.png', 'https://img.pokemondb.net/sprites/black-white/normal/togepi.png', 'https://img.pokemondb.net/sprites/x-y/normal/togepi.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/togepi.png', 'https://img.pokemondb.net/sprites/silver/shiny/togepi.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/togepi.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/togepi.png', 'https://img.pokemondb.net/sprites/black-white/shiny/togepi.png', 'https://img.pokemondb.net/sprites/x-y/shiny/togepi.png']"
#176,togetic,Fairy,Flying,https://img.pokemondb.net/sprites/bank/normal/togetic.png,"['https://img.pokemondb.net/artwork/togetic.jpg', 'https://img.pokemondb.net/sprites/silver/normal/togetic.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/togetic.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/togetic.png', 'https://img.pokemondb.net/sprites/black-white/normal/togetic.png', 'https://img.pokemondb.net/sprites/x-y/normal/togetic.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/togetic.png', 'https://img.pokemondb.net/sprites/silver/shiny/togetic.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/togetic.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/togetic.png', 'https://img.pokemondb.net/sprites/black-white/shiny/togetic.png', 'https://img.pokemondb.net/sprites/x-y/shiny/togetic.png']"
#177,natu,Psychic,Flying,https://img.pokemondb.net/sprites/bank/normal/natu.png,"['https://img.pokemondb.net/artwork/natu.jpg', 'https://img.pokemondb.net/sprites/silver/normal/natu.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/natu.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/natu.png', 'https://img.pokemondb.net/sprites/black-white/normal/natu.png', 'https://img.pokemondb.net/sprites/x-y/normal/natu.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/natu.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/natu.png', 'https://img.pokemondb.net/sprites/silver/shiny/natu.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/natu.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/natu.png', 'https://img.pokemondb.net/sprites/black-white/shiny/natu.png', 'https://img.pokemondb.net/sprites/x-y/shiny/natu.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/natu.png']"
#178,xatu,Psychic,Flying,https://img.pokemondb.net/sprites/bank/normal/xatu.png,"['https://img.pokemondb.net/artwork/xatu.jpg', 'https://img.pokemondb.net/sprites/silver/normal/xatu.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/xatu.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/xatu-f.png', 'https://img.pokemondb.net/sprites/black-white/normal/xatu-f.png', 'https://img.pokemondb.net/sprites/x-y/normal/xatu-f.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/xatu-f.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/xatu.png', 'https://img.pokemondb.net/sprites/silver/shiny/xatu.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/xatu.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/xatu-f.png', 'https://img.pokemondb.net/sprites/black-white/shiny/xatu-f.png', 'https://img.pokemondb.net/sprites/x-y/shiny/xatu-f.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/xatu-f.png']"
#179,mareep,Electric,,https://img.pokemondb.net/sprites/bank/normal/mareep.png,"['https://img.pokemondb.net/artwork/mareep.jpg', 'https://img.pokemondb.net/sprites/silver/normal/mareep.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/mareep.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/mareep.png', 'https://img.pokemondb.net/sprites/black-white/normal/mareep.png', 'https://img.pokemondb.net/sprites/x-y/normal/mareep.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/mareep.png', 'https://img.pokemondb.net/sprites/silver/shiny/mareep.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/mareep.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/mareep.png', 'https://img.pokemondb.net/sprites/black-white/shiny/mareep.png', 'https://img.pokemondb.net/sprites/x-y/shiny/mareep.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/mareep.png']"
#180,flaaffy,Electric,,https://img.pokemondb.net/sprites/bank/normal/flaaffy.png,"['https://img.pokemondb.net/artwork/flaaffy.jpg', 'https://img.pokemondb.net/sprites/silver/normal/flaaffy.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/flaaffy.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/flaaffy.png', 'https://img.pokemondb.net/sprites/black-white/normal/flaaffy.png', 'https://img.pokemondb.net/sprites/x-y/normal/flaaffy.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/flaaffy.png', 'https://img.pokemondb.net/sprites/silver/shiny/flaaffy.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/flaaffy.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/flaaffy.png', 'https://img.pokemondb.net/sprites/black-white/shiny/flaaffy.png', 'https://img.pokemondb.net/sprites/x-y/shiny/flaaffy.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/flaaffy.png']"
#181,ampharos,Electric,,https://img.pokemondb.net/sprites/bank/normal/ampharos.png,"['https://img.pokemondb.net/artwork/ampharos.jpg', 'https://img.pokemondb.net/artwork/ampharos-mega.jpg', 'https://img.pokemondb.net/sprites/silver/normal/ampharos.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/ampharos.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/ampharos.png', 'https://img.pokemondb.net/sprites/black-white/normal/ampharos.png', 'https://img.pokemondb.net/sprites/x-y/normal/ampharos.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/ampharos.png', 'https://img.pokemondb.net/sprites/silver/shiny/ampharos.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/ampharos.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/ampharos.png', 'https://img.pokemondb.net/sprites/black-white/shiny/ampharos.png', 'https://img.pokemondb.net/sprites/x-y/shiny/ampharos.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/ampharos.png']"
#182,bellossom,Grass,,https://img.pokemondb.net/sprites/bank/normal/bellossom.png,"['https://img.pokemondb.net/artwork/bellossom.jpg', 'https://img.pokemondb.net/sprites/silver/normal/bellossom.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/bellossom.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/bellossom.png', 'https://img.pokemondb.net/sprites/black-white/normal/bellossom.png', 'https://img.pokemondb.net/sprites/x-y/normal/bellossom.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/bellossom.png', 'https://img.pokemondb.net/sprites/silver/shiny/bellossom.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/bellossom.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/bellossom.png', 'https://img.pokemondb.net/sprites/black-white/shiny/bellossom.png', 'https://img.pokemondb.net/sprites/x-y/shiny/bellossom.png']"
#183,marill,Water,Fairy,https://img.pokemondb.net/sprites/bank/normal/marill.png,"['https://img.pokemondb.net/artwork/marill.jpg', 'https://img.pokemondb.net/sprites/silver/normal/marill.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/marill.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/marill.png', 'https://img.pokemondb.net/sprites/black-white/normal/marill.png', 'https://img.pokemondb.net/sprites/x-y/normal/marill.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/marill.png', 'https://img.pokemondb.net/sprites/silver/shiny/marill.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/marill.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/marill.png', 'https://img.pokemondb.net/sprites/black-white/shiny/marill.png', 'https://img.pokemondb.net/sprites/x-y/shiny/marill.png']"
#184,azumarill,Water,Fairy,https://img.pokemondb.net/sprites/bank/normal/azumarill.png,"['https://img.pokemondb.net/artwork/azumarill.jpg', 'https://img.pokemondb.net/sprites/silver/normal/azumarill.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/azumarill.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/azumarill.png', 'https://img.pokemondb.net/sprites/black-white/normal/azumarill.png', 'https://img.pokemondb.net/sprites/x-y/normal/azumarill.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/azumarill.png', 'https://img.pokemondb.net/sprites/silver/shiny/azumarill.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/azumarill.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/azumarill.png', 'https://img.pokemondb.net/sprites/black-white/shiny/azumarill.png', 'https://img.pokemondb.net/sprites/x-y/shiny/azumarill.png']"
#185,sudowoodo,Rock,,https://img.pokemondb.net/sprites/bank/normal/sudowoodo.png,"['https://img.pokemondb.net/artwork/sudowoodo.jpg', 'https://img.pokemondb.net/sprites/silver/normal/sudowoodo.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/sudowoodo.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/sudowoodo-f.png', 'https://img.pokemondb.net/sprites/black-white/normal/sudowoodo-f.png', 'https://img.pokemondb.net/sprites/x-y/normal/sudowoodo-f.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/sudowoodo-f.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/sudowoodo.png', 'https://img.pokemondb.net/sprites/silver/shiny/sudowoodo.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/sudowoodo.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/sudowoodo-f.png', 'https://img.pokemondb.net/sprites/black-white/shiny/sudowoodo-f.png', 'https://img.pokemondb.net/sprites/x-y/shiny/sudowoodo-f.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/sudowoodo-f.png']"
#186,politoed,Water,,https://img.pokemondb.net/sprites/bank/normal/politoed.png,"['https://img.pokemondb.net/artwork/politoed.jpg', 'https://img.pokemondb.net/sprites/silver/normal/politoed.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/politoed.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/politoed-f.png', 'https://img.pokemondb.net/sprites/black-white/normal/politoed-f.png', 'https://img.pokemondb.net/sprites/x-y/normal/politoed-f.png', 'https://img.pokemondb.net/sprites/sun-moon/normal/politoed-f.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/politoed.png', 'https://img.pokemondb.net/sprites/silver/shiny/politoed.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/politoed.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/politoed-f.png', 'https://img.pokemondb.net/sprites/black-white/shiny/politoed-f.png', 'https://img.pokemondb.net/sprites/x-y/shiny/politoed-f.png', 'https://img.pokemondb.net/sprites/sun-moon/shiny/politoed-f.png']"
#187,hoppip,Grass,Flying,https://img.pokemondb.net/sprites/bank/normal/hoppip.png,"['https://img.pokemondb.net/artwork/hoppip.jpg', 'https://img.pokemondb.net/sprites/silver/normal/hoppip.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/hoppip.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/hoppip.png', 'https://img.pokemondb.net/sprites/black-white/normal/hoppip.png', 'https://img.pokemondb.net/sprites/x-y/normal/hoppip.png', 'https://img.pokemondb.net/sprites/silver/shiny/hoppip.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/hoppip.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/hoppip.png', 'https://img.pokemondb.net/sprites/black-white/shiny/hoppip.png', 'https://img.pokemondb.net/sprites/x-y/shiny/hoppip.png']"
#188,skiploom,Grass,Flying,https://img.pokemondb.net/sprites/bank/normal/skiploom.png,"['https://img.pokemondb.net/artwork/skiploom.jpg', 'https://img.pokemondb.net/sprites/silver/normal/skiploom.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/skiploom.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/skiploom.png', 'https://img.pokemondb.net/sprites/black-white/normal/skiploom.png', 'https://img.pokemondb.net/sprites/x-y/normal/skiploom.png', 'https://img.pokemondb.net/sprites/silver/shiny/skiploom.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/skiploom.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/skiploom.png', 'https://img.pokemondb.net/sprites/black-white/shiny/skiploom.png', 'https://img.pokemondb.net/sprites/x-y/shiny/skiploom.png']"
#189,jumpluff,Grass,Flying,https://img.pokemondb.net/sprites/bank/normal/jumpluff.png,"['https://img.pokemondb.net/artwork/jumpluff.jpg', 'https://img.pokemondb.net/sprites/silver/normal/jumpluff.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/jumpluff.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/jumpluff.png', 'https://img.pokemondb.net/sprites/black-white/normal/jumpluff.png', 'https://img.pokemondb.net/sprites/x-y/normal/jumpluff.png', 'https://img.pokemondb.net/sprites/silver/shiny/jumpluff.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/jumpluff.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/jumpluff.png', 'https://img.pokemondb.net/sprites/black-white/shiny/jumpluff.png', 'https://img.pokemondb.net/sprites/x-y/shiny/jumpluff.png']"
#190,aipom,Normal,,https://img.pokemondb.net/sprites/bank/normal/aipom.png,"['https://img.pokemondb.net/artwork/aipom.jpg', 'https://img.pokemondb.net/sprites/silver/normal/aipom.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/aipom.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/aipom-f.png', 'https://img.pokemondb.net/sprites/black-white/normal/aipom-f.png', 'https://img.pokemondb.net/sprites/x-y/normal/aipom-f.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/normal/aipom-f.png', 'https://img.pokemondb.net/sprites/silver/shiny/aipom.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/aipom.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/aipom-f.png', 'https://img.pokemondb.net/sprites/black-white/shiny/aipom-f.png', 'https://img.pokemondb.net/sprites/x-y/shiny/aipom-f.png', 'https://img.pokemondb.net/sprites/ultra-sun-ultra-moon/shiny/aipom-f.png']"
#191,sunkern,Grass,,https://img.pokemondb.net/sprites/bank/normal/sunkern.png,"['https://img.pokemondb.net/artwork/sunkern.jpg', 'https://img.pokemondb.net/sprites/silver/normal/sunkern.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/sunkern.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/sunkern.png', 'https://img.pokemondb.net/sprites/black-white/normal/sunkern.png', 'https://img.pokemondb.net/sprites/x-y/normal/sunkern.png', 'https://img.pokemondb.net/sprites/silver/shiny/sunkern.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/sunkern.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/sunkern.png', 'https://img.pokemondb.net/sprites/black-white/shiny/sunkern.png', 'https://img.pokemondb.net/sprites/x-y/shiny/sunkern.png']"
#192,sunflora,Grass,,https://img.pokemondb.net/sprites/bank/normal/sunflora.png,"['https://img.pokemondb.net/artwork/sunflora.jpg', 'https://img.pokemondb.net/sprites/silver/normal/sunflora.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/sunflora.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/sunflora.png', 'https://img.pokemondb.net/sprites/black-white/normal/sunflora.png', 'https://img.pokemondb.net/sprites/x-y/normal/sunflora.png', 'https://img.pokemondb.net/sprites/silver/shiny/sunflora.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/sunflora.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/sunflora.png', 'https://img.pokemondb.net/sprites/black-white/shiny/sunflora.png', 'https://img.pokemondb.net/sprites/x-y/shiny/sunflora.png']"
#193,yanma,Bug,Flying,https://img.pokemondb.net/sprites/bank/normal/yanma.png,"['https://img.pokemondb.net/artwork/yanma.jpg', 'https://img.pokemondb.net/sprites/silver/normal/yanma.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/yanma.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/yanma.png', 'https://img.pokemondb.net/sprites/black-white/normal/yanma.png', 'https://img.pokemondb.net/sprites/x-y/normal/yanma.png', 'https://img.pokemondb.net/sprites/silver/shiny/yanma.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/yanma.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/yanma.png', 'https://img.pokemondb.net/sprites/black-white/shiny/yanma.png', 'https://img.pokemondb.net/sprites/x-y/shiny/yanma.png']"
#194,wooper,Water,Ground,https://img.pokemondb.net/sprites/bank/normal/wooper.png,"['https://img.pokemondb.net/artwork/wooper.jpg', 'https://img.pokemondb.net/sprites/silver/normal/wooper.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/normal/wooper.png', 'https://img.pokemondb.net/sprites/diamond-pearl/normal/wooper-f.png', 'https://img.pokemondb.net/sprites/black-white/normal/wooper-f.png', 'https://img.pokemondb.net/sprites/x-y/normal/wooper-f.png', 'https://img.pokemondb.net/sprites/sword-shield/normal/wooper.png', 'https://img.pokemondb.net/sprites/silver/shiny/wooper.png', 'https://img.pokemondb.net/sprites/ruby-sapphire/shiny/wooper.png', 'https://img.pokemondb.net/sprites/diamond-pearl/shiny/wooper-f.png', 'https://img.pokemondb.net/sprites/black-white/shiny/wooper-f.png', 'https://img.pokemondb.net/sprites/x-y/shiny/wooper-f.png']"
